Job List,DVFS mode,Exec. Time (us),Cumulative Exec. Time (us),Energy (J)
"[0, 0, 0, 0, 1]",[],5604.0,5604.0,0.0010855139999998995
"[1, 1, 1, 1, 1]",[],25597.0,79924.938,0.0070827844999972875
"[2, 2, 0, 2, 0]",[],51514.928,275671.876,0.013676737000010729
"[0, 0, 2, 0, 2]",[],22275.0,86174.0,0.004272071999998178
"[1, 0, 0, 0, 0]",[],3653.928,3653.928,0.0009628850999999113
"[0, 1, 0, 0, 0]",[],16032.0,16032.0,0.004245798699998794
"[0, 0, 1, 0, 0]",[],3872.0,3872.0,0.0007743119999999267
"[0, 0, 0, 1, 0]",[],6544.01,6544.01,0.0017117107000000473
"[0, 0, 0, 0, 1]",[],5504.0,5504.0,0.0010687739999998937
"[1, 1, 1, 1, 1]",[],30166.0,77416.938,0.007847802499996757
"[2, 2, 0, 2, 0]",[],50670.0,165815.876,0.013536121000010701
"[0, 0, 2, 0, 2]",[],22021.0,81954.0,0.004230221999998224
"[1, 0, 0, 0, 0]",[],3676.928,3676.928,0.0009662330999999103
"[0, 1, 0, 0, 0]",[],16032.0,16032.0,0.004245798699998794
"[0, 0, 1, 0, 0]",[],3956.0,3956.0,0.0007877039999999226
"[0, 0, 0, 1, 0]",[],6437.01,6437.01,0.0016932967000000405
"[0, 0, 0, 0, 1]",[],5604.0,5604.0,0.0010855139999998995
"[1, 1, 1, 1, 1]",[],25639.0,80060.938,0.007089480499997279
"[2, 2, 0, 2, 0]",[],50868.0,261996.87600000002,0.013567927000010162
"[0, 0, 2, 0, 2]",[],22205.0,85926.0,0.004260353999998185
"[1, 0, 0, 0, 0]",[],3653.928,3653.928,0.0009628850999999113
"[0, 1, 0, 0, 0]",[],16032.0,16032.0,0.004245798699998794
"[0, 0, 1, 0, 0]",[],3000.0,3000.0,0.0006286739999999674
"[0, 0, 0, 1, 0]",[],6544.01,6544.01,0.0017117107000000473
"[0, 0, 0, 0, 1]",[],4560.0,4560.0,0.0009114179999998895
"[1, 1, 1, 1, 1]",[],25438.0,61160.938,0.0070560004999972725
"[2, 2, 0, 2, 0]",[],51313.928,241715.876,0.013643257000010576
"[0, 0, 2, 0, 2]",[],15143.0,37101.0,0.003078509999999251
"[1, 0, 0, 0, 0]",[],3641.928,3641.928,0.0009612110999999119
"[0, 1, 0, 0, 0]",[],16032.0,16032.0,0.004245798699998794
"[0, 0, 1, 0, 0]",[],3012.0,3012.0,0.0006303479999999669
"[0, 0, 0, 1, 0]",[],6437.01,6437.01,0.0016932967000000407
"[0, 0, 0, 0, 1]",[],3808.0,3808.0,0.0007841939999999263
"[1, 1, 1, 1, 1]",[],26036.0,77417.938,0.007156440499997185
"[2, 2, 0, 2, 0]",[],51527.928,279083.876,0.013678411000010734
"[0, 0, 2, 0, 2]",[],14072.0,54353.0,0.0028993919999993852
"[1, 0, 0, 0, 0]",[],3676.928,3676.928,0.0009662330999999103
"[0, 1, 0, 0, 0]",[],16032.0,16032.0,0.004245798699998794
"[0, 0, 1, 0, 0]",[],3956.0,3956.0,0.0007877039999999226
"[0, 0, 0, 1, 0]",[],6437.01,6437.01,0.0016932967000000405
"[0, 0, 0, 0, 1]",[],5604.0,5604.0,0.0010855139999998995
"[1, 1, 1, 1, 1]",[],25597.0,79924.938,0.0070827844999972875
"[2, 2, 0, 2, 0]",[],51514.928,275671.876,0.013676737000010729
"[0, 0, 2, 0, 2]",[],22275.0,86174.0,0.004272071999998178
"[1, 0, 0, 0, 0]",[],3653.928,3653.928,0.0009628850999999113
"[0, 1, 0, 0, 0]",[],16032.0,16032.0,0.004245798699998794
"[0, 0, 1, 0, 0]",[],3872.0,3872.0,0.0007743119999999267
"[0, 0, 0, 1, 0]",[],6544.01,6544.01,0.0017117107000000473
"[0, 0, 0, 0, 1]",[],5504.0,5504.0,0.0010687739999998937
"[1, 1, 1, 1, 1]",[],30166.0,77416.938,0.007847802499996757
"[2, 2, 0, 2, 0]",[],50670.0,165815.876,0.013536121000010701
"[0, 0, 2, 0, 2]",[],22021.0,81954.0,0.004230221999998224
"[1, 0, 0, 0, 0]",[],3676.928,3676.928,0.0009662330999999103
"[0, 1, 0, 0, 0]",[],16032.0,16032.0,0.004245798699998794
"[0, 0, 1, 0, 0]",[],3956.0,3956.0,0.0007877039999999226
"[0, 0, 0, 1, 0]",[],6437.01,6437.01,0.0016932967000000405
"[0, 0, 0, 0, 1]",[],5604.0,5604.0,0.0010855139999998995
"[1, 1, 1, 1, 1]",[],25639.0,80060.938,0.007089480499997279
"[2, 2, 0, 2, 0]",[],50868.0,261996.87600000002,0.013567927000010162
"[0, 0, 2, 0, 2]",[],22205.0,85926.0,0.004260353999998185
"[1, 0, 0, 0, 0]",[],3653.928,3653.928,0.0009628850999999113
"[0, 1, 0, 0, 0]",[],16032.0,16032.0,0.004245798699998794
"[0, 0, 1, 0, 0]",[],3000.0,3000.0,0.0006286739999999674
"[0, 0, 0, 1, 0]",[],6544.01,6544.01,0.0017117107000000473
"[0, 0, 0, 0, 1]",[],4560.0,4560.0,0.0009114179999998895
"[1, 1, 1, 1, 1]",[],25438.0,61160.938,0.0070560004999972725
"[2, 2, 0, 2, 0]",[],51313.928,241715.876,0.013643257000010576
"[0, 0, 2, 0, 2]",[],15143.0,37101.0,0.003078509999999251
"[1, 0, 0, 0, 0]",[],3641.928,3641.928,0.0009612110999999119
"[0, 1, 0, 0, 0]",[],16032.0,16032.0,0.004245798699998794
"[0, 0, 1, 0, 0]",[],3012.0,3012.0,0.0006303479999999669
"[0, 0, 0, 1, 0]",[],6437.01,6437.01,0.0016932967000000407
"[0, 0, 0, 0, 1]",[],3808.0,3808.0,0.0007841939999999263
"[1, 1, 1, 1, 1]",[],26036.0,77417.938,0.007156440499997185
"[2, 2, 0, 2, 0]",[],51527.928,279083.876,0.013678411000010734
"[0, 0, 2, 0, 2]",[],14072.0,54353.0,0.0028993919999993852
"[1, 0, 0, 0, 0]",[],3676.928,3676.928,0.0009662330999999103
"[0, 1, 0, 0, 0]",[],16032.0,16032.0,0.004245798699998794
"[0, 0, 1, 0, 0]",[],3956.0,3956.0,0.0007877039999999226
"[0, 0, 0, 1, 0]",[],6437.01,6437.01,0.0016932967000000405
"[0, 0, 0, 0, 1]",[],5604.0,5604.0,0.0010855139999998995
"[1, 1, 1, 1, 1]",[],25597.0,79924.938,0.0070827844999972875
"[2, 2, 0, 2, 0]",[],51514.928,275671.876,0.013676737000010729
"[0, 0, 2, 0, 2]",[],22275.0,86174.0,0.004272071999998178
"[1, 0, 0, 0, 0]",[],3653.928,3653.928,0.0009628850999999113
"[0, 1, 0, 0, 0]",[],16032.0,16032.0,0.004245798699998794
"[0, 0, 1, 0, 0]",[],3872.0,3872.0,0.0007743119999999267
"[0, 0, 0, 1, 0]",[],6544.01,6544.01,0.0017117107000000473
"[0, 0, 0, 0, 1]",[],5504.0,5504.0,0.0010687739999998937
"[1, 1, 1, 1, 1]",[],30166.0,77416.938,0.007847802499996757
"[2, 2, 0, 2, 0]",[],50670.0,165815.876,0.013536121000010701
"[0, 0, 2, 0, 2]",[],22021.0,81954.0,0.004230221999998224
"[1, 0, 0, 0, 0]",[],3676.928,3676.928,0.0009662330999999103
"[0, 1, 0, 0, 0]",[],16032.0,16032.0,0.004245798699998794
"[0, 0, 1, 0, 0]",[],3956.0,3956.0,0.0007877039999999226
"[0, 0, 0, 1, 0]",[],6437.01,6437.01,0.0016932967000000405
"[0, 0, 0, 0, 1]",[],5604.0,5604.0,0.0010855139999998995
"[1, 1, 1, 1, 1]",[],25639.0,80060.938,0.007089480499997279
"[2, 2, 0, 2, 0]",[],50868.0,261996.87600000002,0.013567927000010162
"[0, 0, 2, 0, 2]",[],22205.0,85926.0,0.004260353999998185
"[1, 0, 0, 0, 0]",[],3653.928,3653.928,0.0009628850999999113
"[0, 1, 0, 0, 0]",[],16032.0,16032.0,0.004245798699998794
"[0, 0, 1, 0, 0]",[],3000.0,3000.0,0.0006286739999999674
"[0, 0, 0, 1, 0]",[],6544.01,6544.01,0.0017117107000000473
"[0, 0, 0, 0, 1]",[],4560.0,4560.0,0.0009114179999998895
"[1, 1, 1, 1, 1]",[],25438.0,61160.938,0.0070560004999972725
"[2, 2, 0, 2, 0]",[],51313.928,241715.876,0.013643257000010576
"[0, 0, 2, 0, 2]",[],15143.0,37101.0,0.003078509999999251
"[1, 0, 0, 0, 0]",[],3654.928,3654.928,0.0009628850999999114
"[0, 1, 0, 0, 0]",[],16032.0,16032.0,0.004245798699998794
"[0, 0, 1, 0, 0]",[],2636.0,2636.0,0.0005667359999999841
"[0, 0, 0, 1, 0]",[],6374.01,6374.01,0.0016832527000000379
"[0, 0, 0, 0, 1]",[],3203.0,3203.0,0.0006837539999999578
"[1, 1, 1, 1, 1]",[],28054.0,97541.938,0.007494588499996964
"[2, 2, 0, 2, 0]",[],53493.928,290089.876,0.014008189000012132
"[0, 0, 2, 0, 2]",[],24022.0,94250.0,0.004565021999997899
"[1, 0, 0, 0, 0]",[],3654.928,3654.928,0.0009628850999999114
"[0, 1, 0, 0, 0]",[],16032.0,16032.0,0.004245798699998794
"[0, 0, 1, 0, 0]",[],2636.0,2636.0,0.0005667359999999841
"[0, 0, 0, 1, 0]",[],6374.01,6374.01,0.0016832527000000379
"[0, 0, 0, 0, 1]",[],3203.0,3203.0,0.0006837539999999578
"[1, 1, 1, 1, 1]",[],27758.0,87229.938,0.00744436849999702
"[2, 2, 0, 2, 0]",[],53275.928,285411.876,0.013971361000011956
"[0, 0, 2, 0, 2]",[],46798.0,182450.0,0.008376719999996935
"[1, 0, 0, 0, 0]",[],3654.928,3654.928,0.0009628850999999114
"[0, 1, 0, 0, 0]",[],16032.0,16032.0,0.004245798699998794
"[0, 0, 1, 0, 0]",[],2636.0,2636.0,0.0005667359999999841
"[0, 0, 0, 1, 0]",[],6374.01,6374.01,0.0016832527000000379
"[0, 0, 0, 0, 1]",[],3203.0,3203.0,0.0006837539999999578
"[1, 1, 1, 1, 1]",[],27970.0,73278.938,0.007481196499996988
"[2, 2, 0, 2, 0]",[],52471.0,174508.876,0.013837441000011266
"[0, 0, 2, 0, 2]",[],54212.0,213779.0,0.009618828000001814
"[1, 0, 0, 0, 0]",[],3654.928,3654.928,0.0009628850999999114
"[0, 1, 0, 0, 0]",[],16032.0,16032.0,0.004245798699998794
"[0, 0, 1, 0, 0]",[],2636.0,2636.0,0.0005667359999999841
"[0, 0, 0, 1, 0]",[],6374.01,6374.01,0.0016832527000000379
"[0, 0, 0, 0, 1]",[],3203.0,3203.0,0.0006837539999999578
"[1, 1, 1, 1, 1]",[],28120.0,86570.938,0.007506306499997041
"[2, 2, 0, 2, 0]",[],52809.0,271247.87600000005,0.013892683000011521
"[0, 0, 2, 0, 2]",[],44787.0,175855.0,0.008040245999995577
"[1, 0, 0, 0, 0]",[],3654.928,3654.928,0.0009628850999999114
"[0, 1, 0, 0, 0]",[],16032.0,16032.0,0.004245798699998794
"[0, 0, 1, 0, 0]",[],2636.0,2636.0,0.0005667359999999841
"[0, 0, 0, 1, 0]",[],6374.01,6374.01,0.0016832527000000379
"[0, 0, 0, 0, 1]",[],3203.0,3203.0,0.0006837539999999578
"[1, 1, 1, 1, 1]",[],26887.0,77887.938,0.007298730499997131
"[2, 2, 0, 2, 0]",[],51275.928,241261.876,0.013636561000010565
"[0, 0, 2, 0, 2]",[],21474.0,76974.0,0.004138151999998346
"[1, 0, 0, 0, 0]",[],3593.928,3593.928,0.00095284110000001
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362699999175
"[0, 0, 1, 0, 0]",[],2432.0,2432.0,0.0005332560000000039
"[0, 0, 0, 1, 0]",[],6879.01,6879.01,0.0017669526999997565
"[0, 0, 0, 0, 1]",[],3040.0,3040.0,0.0006569700000000038
"[1, 1, 1, 1, 1]",[],29380.0,84536.938,0.007717230499998268
"[2, 2, 0, 2, 0]",[],55877.928,302621.876,0.0144066010000102
"[0, 0, 2, 0, 2]",[],11232.0,43217.0,0.0024239759999994917
"[1, 0, 0, 0, 0]",[],3616.928,3616.928,0.0009561891000000101
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362699999175
"[0, 0, 1, 0, 0]",[],3056.0,3056.0,0.0006370440000000038
"[0, 0, 0, 1, 0]",[],6879.01,6879.01,0.0017669526999997563
"[0, 0, 0, 0, 1]",[],4224.0,4224.0,0.000854502000000004
"[1, 1, 1, 1, 1]",[],27648.0,86366.938,0.007425954499998398
"[2, 2, 0, 2, 0]",[],55901.928,299446.876,0.01441162300001021
"[0, 0, 2, 0, 2]",[],16596.0,63966.0,0.0033212399999991158
"[1, 0, 0, 0, 0]",[],3601.928,3601.928,0.0009545151000000098
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362699999175
"[0, 0, 1, 0, 0]",[],3000.0,3000.0,0.0006286740000000038
"[0, 0, 0, 1, 0]",[],7002.01,7002.01,0.0017887146999997475
"[0, 0, 0, 0, 1]",[],4160.0,4160.0,0.0008444580000000033
"[1, 1, 1, 1, 1]",[],28235.0,66660.938,0.007524720499998379
"[2, 2, 0, 2, 0]",[],55081.0,181167.876,0.01427435500001
"[0, 0, 2, 0, 2]",[],16473.0,61172.0,0.0033011519999991295
"[1, 0, 0, 0, 0]",[],3616.928,3616.928,0.0009561891000000101
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362699999175
"[0, 0, 1, 0, 0]",[],3056.0,3056.0,0.0006370440000000038
"[0, 0, 0, 1, 0]",[],6879.01,6879.01,0.0017669526999997563
"[0, 0, 0, 0, 1]",[],4224.0,4224.0,0.000854502000000004
"[1, 1, 1, 1, 1]",[],28710.0,83336.938,0.007605072499998334
"[2, 2, 0, 2, 0]",[],55218.0,284523.87600000005,0.014296117000009845
"[0, 0, 2, 0, 2]",[],16565.0,63866.0,0.003316217999999118
"[1, 0, 0, 0, 0]",[],3601.928,3601.928,0.0009545151000000098
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362699999175
"[0, 0, 1, 0, 0]",[],2424.0,2424.0,0.0005315820000000036
"[0, 0, 0, 1, 0]",[],7002.01,7002.01,0.0017887146999997475
"[0, 0, 0, 0, 1]",[],3536.0,3536.0,0.0007389960000000036
"[1, 1, 1, 1, 1]",[],27888.0,65150.938,0.0074661304999983965
"[2, 2, 0, 2, 0]",[],55436.928,261240.876,0.014332945000009964
"[0, 0, 2, 0, 2]",[],11935.0,29053.0,0.0025411559999994437
"[1, 0, 0, 0, 0]",[],3266.928,3266.928,0.0008975990999999095
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.00422236269999976
"[0, 0, 1, 0, 0]",[],3809.0,3809.0,0.0007625939999999005
"[0, 0, 0, 1, 0]",[],4023.01,4023.01,0.001289862699999801
"[0, 0, 0, 0, 1]",[],7506.0,7506.0,0.001403573999999637
"[1, 1, 1, 1, 1]",[],20516.0,65625.938,0.0062323925000039165
"[2, 2, 0, 2, 0]",[],31308.0,151410.876,0.010293582999999834
"[0, 0, 2, 0, 2]",[],21900.0,84636.0,0.004210133999999529
"[1, 0, 0, 0, 0]",[],3266.928,3266.928,0.0008975990999999095
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.00422236269999976
"[0, 0, 1, 0, 0]",[],3809.0,3809.0,0.0007625939999999005
"[0, 0, 0, 1, 0]",[],4023.01,4023.01,0.001289862699999801
"[0, 0, 0, 0, 1]",[],12521.0,12521.0,0.00224392199999927
"[1, 1, 1, 1, 1]",[],26698.0,117385.938,0.007266924500006743
"[2, 2, 0, 2, 0]",[],29105.0,143376.876,0.009925303000001159
"[0, 0, 2, 0, 2]",[],45256.0,176015.0,0.008118924000008984
"[1, 0, 0, 0, 0]",[],3266.928,3266.928,0.0008975990999999095
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.00422236269999976
"[0, 0, 1, 0, 0]",[],3809.0,3809.0,0.0007625939999999005
"[0, 0, 0, 1, 0]",[],4360.01,4360.01,0.0013467786999997826
"[0, 0, 0, 0, 1]",[],7697.0,7697.0,0.0014353799999996223
"[1, 1, 1, 1, 1]",[],34479.0,126038.938,0.00856929650000549
"[2, 2, 0, 2, 0]",[],28059.0,103882.876,0.009749533000000993
"[0, 0, 2, 0, 2]",[],40872.0,156626.0,0.007385712000008813
"[1, 0, 0, 0, 0]",[],3266.928,3266.928,0.0008975990999999095
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.00422236269999976
"[0, 0, 1, 0, 0]",[],3809.0,3809.0,0.0007625939999999005
"[0, 0, 0, 1, 0]",[],4023.01,4023.01,0.001289862699999801
"[0, 0, 0, 0, 1]",[],12521.0,12521.0,0.00224392199999927
"[1, 1, 1, 1, 1]",[],26698.0,117385.938,0.007266924500006743
"[2, 2, 0, 2, 0]",[],30408.0,135179.876,0.010142923000000156
"[0, 0, 2, 0, 2]",[],44941.0,175876.0,0.00806703000000918
"[1, 0, 0, 0, 0]",[],3266.928,3266.928,0.0008975990999999095
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.00422236269999976
"[0, 0, 1, 0, 0]",[],3809.0,3809.0,0.0007625939999999005
"[0, 0, 0, 1, 0]",[],4360.01,4360.01,0.0013467786999997826
"[0, 0, 0, 0, 1]",[],7237.0,7237.0,0.0013583759999996551
"[1, 1, 1, 1, 1]",[],20461.0,62896.938,0.006224022500003932
"[2, 2, 0, 2, 0]",[],28677.0,101349.876,0.009853321000000274
"[0, 0, 2, 0, 2]",[],22197.0,62909.0,0.00425867999999958
"[1, 0, 0, 0, 0]",[],3242.928,3242.928,0.0008942511000000096
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362700000128
"[0, 0, 1, 0, 0]",[],3809.0,3809.0,0.0007625940000000041
"[0, 0, 0, 1, 0]",[],2467.01,2467.01,0.0010287186999999671
"[0, 0, 0, 0, 1]",[],5404.0,5404.0,0.0010520339999999225
"[1, 1, 1, 1, 1]",[],18265.0,49270.938,0.005855742499996112
"[2, 2, 0, 2, 0]",[],20804.0,72018.876,0.00853588299999231
"[0, 0, 2, 0, 2]",[],22659.0,83807.0,0.0043356839999996915
"[1, 0, 0, 0, 0]",[],3242.928,3242.928,0.0008942511000000096
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362700000128
"[0, 0, 1, 0, 0]",[],3809.0,3809.0,0.0007625940000000041
"[0, 0, 0, 1, 0]",[],2467.01,2467.01,0.0010287186999999671
"[0, 0, 0, 0, 1]",[],5404.0,5404.0,0.0010520339999999225
"[1, 1, 1, 1, 1]",[],23427.0,73972.938,0.0067195264999935
"[2, 2, 0, 2, 0]",[],25480.0,101457.876,0.0093193149999896
"[0, 0, 2, 0, 2]",[],51253.0,201332.0,0.009123323999981196
"[1, 0, 0, 0, 0]",[],3242.928,3242.928,0.0008942511000000096
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362700000128
"[0, 0, 1, 0, 0]",[],3809.0,3809.0,0.0007625940000000041
"[0, 0, 0, 1, 0]",[],2467.01,2467.01,0.0010287186999999671
"[0, 0, 0, 0, 1]",[],8680.0,8680.0,0.0016011059999992531
"[1, 1, 1, 1, 1]",[],22216.0,73234.938,0.006516972499994266
"[2, 2, 0, 2, 0]",[],22960.0,72575.876,0.00889746699999106
"[0, 0, 2, 0, 2]",[],53054.0,205654.0,0.009424643999980116
"[1, 0, 0, 0, 0]",[],3242.928,3242.928,0.0008942511000000096
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362700000128
"[0, 0, 1, 0, 0]",[],3809.0,3809.0,0.0007625940000000041
"[0, 0, 0, 1, 0]",[],2467.01,2467.01,0.0010287186999999671
"[0, 0, 0, 0, 1]",[],5404.0,5404.0,0.0010520339999999225
"[1, 1, 1, 1, 1]",[],20730.0,66383.938,0.006269220499994802
"[2, 2, 0, 2, 0]",[],21409.0,74235.876,0.008636322999991923
"[0, 0, 2, 0, 2]",[],43147.0,159665.0,0.007765709999986473
"[1, 0, 0, 0, 0]",[],3242.928,3242.928,0.0008942511000000096
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362700000128
"[0, 0, 1, 0, 0]",[],3809.0,3809.0,0.0007625940000000041
"[0, 0, 0, 1, 0]",[],2467.01,2467.01,0.0010287186999999671
"[0, 0, 0, 0, 1]",[],8331.0,8331.0,0.0015425159999993214
"[1, 1, 1, 1, 1]",[],20208.0,62184.938,0.0061804984999954595
"[2, 2, 0, 2, 0]",[],24400.0,78281.876,0.009138522999989839
"[0, 0, 2, 0, 2]",[],20640.0,67278.0,0.0039992100000007915
"[1, 0, 0, 0, 0]",[],3593.928,3593.928,0.0009528410999999141
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362699998813
"[0, 0, 1, 0, 0]",[],2432.0,2432.0,0.0005332559999999927
"[0, 0, 0, 1, 0]",[],6879.01,6879.01,0.0017669527000000592
"[0, 0, 0, 0, 1]",[],3040.0,3040.0,0.0006569699999999615
"[1, 1, 1, 1, 1]",[],29380.0,84536.938,0.007717230499996624
"[2, 2, 0, 2, 0]",[],55877.928,302621.876,0.014406601000013041
"[0, 0, 2, 0, 2]",[],11232.0,43217.0,0.002423975999999767
"[1, 0, 0, 0, 0]",[],3616.928,3616.928,0.0009561890999999132
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362699998813
"[0, 0, 1, 0, 0]",[],3056.0,3056.0,0.000637043999999965
"[0, 0, 0, 1, 0]",[],6879.01,6879.01,0.001766952700000059
"[0, 0, 0, 0, 1]",[],4224.0,4224.0,0.0008545019999999059
"[1, 1, 1, 1, 1]",[],27648.0,86366.938,0.007425954499996908
"[2, 2, 0, 2, 0]",[],55901.928,299446.876,0.014411623000013057
"[0, 0, 2, 0, 2]",[],16596.0,63966.0,0.003321239999999026
"[1, 0, 0, 0, 0]",[],3601.928,3601.928,0.0009545150999999134
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362699998813
"[0, 0, 1, 0, 0]",[],3000.0,3000.0,0.0006286739999999674
"[0, 0, 0, 1, 0]",[],7002.01,7002.01,0.0017887147000000658
"[0, 0, 0, 0, 1]",[],4160.0,4160.0,0.0008444579999999079
"[1, 1, 1, 1, 1]",[],28235.0,66660.938,0.007524720499996895
"[2, 2, 0, 2, 0]",[],55081.0,181167.876,0.014274355000012786
"[0, 0, 2, 0, 2]",[],16473.0,61172.0,0.0033011519999990497
"[1, 0, 0, 0, 0]",[],3616.928,3616.928,0.0009561890999999132
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362699998813
"[0, 0, 1, 0, 0]",[],3056.0,3056.0,0.000637043999999965
"[0, 0, 0, 1, 0]",[],6879.01,6879.01,0.001766952700000059
"[0, 0, 0, 0, 1]",[],4224.0,4224.0,0.0008545019999999059
"[1, 1, 1, 1, 1]",[],28710.0,83336.938,0.0076050724999967905
"[2, 2, 0, 2, 0]",[],55218.0,284523.87600000005,0.014296117000012572
"[0, 0, 2, 0, 2]",[],16565.0,63866.0,0.0033162179999990304
"[1, 0, 0, 0, 0]",[],3601.928,3601.928,0.0009545150999999134
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362699998813
"[0, 0, 1, 0, 0]",[],2424.0,2424.0,0.000531581999999993
"[0, 0, 0, 1, 0]",[],7002.01,7002.01,0.0017887147000000658
"[0, 0, 0, 0, 1]",[],3536.0,3536.0,0.0007389959999999388
"[1, 1, 1, 1, 1]",[],27888.0,65150.938,0.007466130499996871
"[2, 2, 0, 2, 0]",[],55436.928,261240.876,0.014332945000012729
"[0, 0, 2, 0, 2]",[],11935.0,29053.0,0.0025411559999996905
"[1, 0, 0, 0, 0]",[],3593.928,3593.928,0.0009528410999999141
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362699998813
"[0, 0, 1, 0, 0]",[],2432.0,2432.0,0.0005332559999999927
"[0, 0, 0, 1, 0]",[],6879.01,6879.01,0.0017669527000000592
"[0, 0, 0, 0, 1]",[],3040.0,3040.0,0.0006569699999999615
"[1, 1, 1, 1, 1]",[],29517.0,85083.938,0.007738992499996619
"[2, 2, 0, 2, 0]",[],55877.928,302621.876,0.014406601000013041
"[0, 0, 2, 0, 2]",[],11232.0,43217.0,0.002423975999999767
"[1, 0, 0, 0, 0]",[],3616.928,3616.928,0.0009561890999999132
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362699998813
"[0, 0, 1, 0, 0]",[],3056.0,3056.0,0.000637043999999965
"[0, 0, 0, 1, 0]",[],6879.01,6879.01,0.001766952700000059
"[0, 0, 0, 0, 1]",[],4224.0,4224.0,0.0008545019999999059
"[1, 1, 1, 1, 1]",[],27648.0,86366.938,0.007425954499996908
"[2, 2, 0, 2, 0]",[],55901.928,299446.876,0.014411623000013057
"[0, 0, 2, 0, 2]",[],16596.0,63966.0,0.003321239999999026
"[1, 0, 0, 0, 0]",[],3601.928,3601.928,0.0009545150999999134
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362699998813
"[0, 0, 1, 0, 0]",[],3000.0,3000.0,0.0006286739999999674
"[0, 0, 0, 1, 0]",[],7002.01,7002.01,0.0017887147000000658
"[0, 0, 0, 0, 1]",[],4160.0,4160.0,0.0008444579999999079
"[1, 1, 1, 1, 1]",[],28235.0,66660.938,0.007524720499996895
"[2, 2, 0, 2, 0]",[],55081.0,181167.876,0.014274355000012786
"[0, 0, 2, 0, 2]",[],16473.0,61172.0,0.0033011519999990497
"[1, 0, 0, 0, 0]",[],3616.928,3616.928,0.0009561890999999132
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362699998813
"[0, 0, 1, 0, 0]",[],3056.0,3056.0,0.000637043999999965
"[0, 0, 0, 1, 0]",[],6879.01,6879.01,0.001766952700000059
"[0, 0, 0, 0, 1]",[],4224.0,4224.0,0.0008545019999999059
"[1, 1, 1, 1, 1]",[],28710.0,83336.938,0.0076050724999967905
"[2, 2, 0, 2, 0]",[],55218.0,284523.87600000005,0.014296117000012572
"[0, 0, 2, 0, 2]",[],16565.0,63866.0,0.0033162179999990304
"[1, 0, 0, 0, 0]",[],3601.928,3601.928,0.0009545150999999134
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362699998813
"[0, 0, 1, 0, 0]",[],2424.0,2424.0,0.000531581999999993
"[0, 0, 0, 1, 0]",[],7002.01,7002.01,0.0017887147000000658
"[0, 0, 0, 0, 1]",[],3536.0,3536.0,0.0007389959999999388
"[1, 1, 1, 1, 1]",[],27888.0,65150.938,0.007466130499996871
"[2, 2, 0, 2, 0]",[],55436.928,261240.876,0.014332945000012729
"[0, 0, 2, 0, 2]",[],11935.0,29053.0,0.0025411559999996905
"[1, 0, 0, 0, 0]",[],3293.928,3293.928,0.0009026210999999364
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362699998813
"[0, 0, 1, 0, 0]",[],2432.0,2432.0,0.0005332559999999927
"[0, 0, 0, 1, 0]",[],2537.01,2537.01,0.0010404366999999697
"[0, 0, 0, 0, 1]",[],3040.0,3040.0,0.0006569699999999615
"[1, 1, 1, 1, 1]",[],16553.0,41234.938,0.0055694884999984194
"[2, 2, 0, 2, 0]",[],19560.0,63352.876000000004,0.008328306999999192
"[0, 0, 2, 0, 2]",[],11232.0,43217.0,0.002423975999999767
"[1, 0, 0, 0, 0]",[],3316.928,3316.928,0.0009059690999999355
"[0, 1, 0, 0, 0]",[],15892.0,15892.0,0.004222362699998813
"[0, 0, 1, 0, 0]",[],3056.0,3056.0,0.000637043999999965
"[0, 0, 0, 1, 0]",[],2599.01,2599.01,0.001050480699999973
"[0, 0, 0, 0, 1]",[],4224.0,4224.0,0.0008545019999999059
